Linear Coordinates,Reciprocal Lattice,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_10,Band_11,Band_12,Band_13,Band_14,Band_15,Band_16
1.89,1,-7.73511,3.26022,3.8581,5.50067,12.6179,15.2699,16.7193,16.7669,18.1795,18.6352,24.1446,25.5612,27.4266,28.0185,28.6396,29.2836
1.91,1,-7.75266,3.24163,3.94904,5.55399,12.6907,15.2059,16.5711,16.5852,17.9804,18.9944,23.9296,25.21,27.0423,28.2105,28.9259,29.5152
1.93,1,-7.77208,3.23231,4.04614,5.60741,12.7558,15.1285,16.384,16.4633,17.7866,19.3856,23.7101,24.8434,26.6983,28.3728,29.2069,29.7512
1.95,1,-7.79334,3.23374,4.14786,5.66058,12.8101,15.0495,16.2065,16.354,17.5987,19.7931,23.4844,24.4761,26.3935,28.4929,29.4824,29.9716
1.97,1,-7.81637,3.24673,4.25319,5.71315,12.8499,14.9775,16.0393,16.2573,17.417,20.1991,23.2514,24.1278,26.1239,28.5543,29.7519,30.1927
1.99,1,-7.84108,3.27172,4.36135,5.76479,12.8715,14.919,15.8837,16.1733,17.2421,20.5766,23.0174,23.8212,25.8857,28.5392,30.0128,30.4116
2.01,1,-7.86735,3.30893,4.47172,5.81517,12.8719,14.8775,15.7413,16.1016,17.0748,20.8763,22.8109,23.5775,25.6775,28.4355,30.2576,30.6225
2.03,1,-7.89503,3.35843,4.5837,5.86398,12.8493,14.8535,15.6144,16.0417,16.9158,21.0173,22.6836,23.4231,25.5013,28.2455,30.4571,30.818
2.05,1,-7.92395,3.42016,4.69671,5.91095,12.8039,14.8436,15.5069,15.9927,16.7665,20.9447,22.6305,23.4086,25.366,27.9851,30.513,31.0101
2.07,1,-7.95391,3.49397,4.81021,5.95582,12.7372,14.8403,15.4245,15.9524,16.6292,20.7091,22.5598,23.5536,25.2931,27.6767,30.318,31.2336
2.09,1,-7.98469,3.57961,4.92361,5.99837,12.6518,14.8326,15.3747,15.9174,16.5076,20.3923,22.4489,23.7558,25.3242,27.3417,29.95,31.4843
2.11,1,-8.01607,3.67679,5.03634,6.03842,12.5507,14.812,15.3617,15.8817,16.4074,20.0438,22.321,23.8928,25.5046,27.0007,29.5148,31.7489
2.13,1,-8.04782,3.7851,5.1478,6.07583,12.4366,14.7777,15.3817,15.8375,16.3366,19.6884,22.1892,23.9257,25.8105,26.6908,29.0576,32.0219
2.15,1,-8.07968,3.90408,5.2574,6.11051,12.3116,14.7359,15.4235,15.7782,16.3013,19.3401,22.0583,23.886,26.001,26.6123,28.5959,32.3014
2.17,1,-8.1114,4.0332,5.36454,6.14239,12.1775,14.6936,15.4753,15.7041,16.3013,19.0081,21.9298,23.8102,25.7958,27.0067,28.1376,32.149
2.19,1,-8.14275,4.17183,5.46862,6.17147,12.0354,14.6555,15.5268,15.6205,16.3305,18.6999,21.8034,23.7193,25.495,27.553,27.6868,31.7597
2.21,1,-8.17347,4.31926,5.56905,6.19778,11.8862,14.6246,15.5331,15.5692,16.3826,18.4222,21.6783,23.6243,25.1935,27.2461,28.1463,31.3425
2.23,1,-8.20333,4.47466,5.66526,6.22138,11.7305,14.6023,15.4461,15.5949,16.4528,18.1813,21.5531,23.5316,24.9084,26.8174,28.7624,30.9288
2.25,1,-8.23209,4.63705,5.7567,6.24237,11.5688,14.5893,15.362,15.5975,16.5374,17.9828,21.4262,23.4452,24.6461,26.4026,29.3792,30.5424
2.27,1,-8.25953,4.8053,5.84288,6.26088,11.4018,14.5856,15.2822,15.5733,16.6338,17.8296,21.2963,23.3685,24.4098,26.0032,29.8274,30.3534
2.29,1,-8.28545,4.97807,5.9233,6.27704,11.2303,14.5908,15.2078,15.522,16.7396,17.7213,21.1627,23.3043,24.201,25.621,29.6259,30.843
2.31,1,-8.30965,5.15373,5.99756,6.29101,11.0554,14.6042,15.1391,15.448,16.8524,17.6529,21.0256,23.255,24.0195,25.2579,29.2818,31.5052
